	Astrocyte	Astrocyte,Neurons	Astrocyte,Oligos	Blood	Immune	Neurons	Neurons,Cycling	Neurons,Oligos	Oligos	Vascular	dummy
Spotx316	1.4844946e-09	0.0013999529	0.1642836	0.6040171	0.0073996736	1.4842256e-09	1.484322e-09	0.023933213	0.11857783	0.0803886	1.4848882e-09
Spotx317	9.036651e-10	0.1914063	9.035461e-10	0.34084997	0.15025184	0.31749195	9.036375e-10	9.0346686e-10	9.036048e-10	9.035651e-10	9.0335484e-10
Spotx318	0.11114867	1.981602e-09	0.22962998	0.42105755	1.9823128e-09	1.9816775e-09	0.23816377	1.9812696e-09	1.9824753e-09	1.9818818e-09	1.9813562e-09
Spotx319	0.025757993	4.2965564e-10	0.06364095	0.27324376	4.2942214e-10	0.4484046	4.2970402e-10	4.294885e-10	0.04901949	0.10787923	0.032053933
Spotx320	0.09290025	0.0127492435	0.044095308	0.23307006	3.4494843e-10	0.17723365	0.011168029	0.19394767	0.1829902	0.049640916	0.0022046245
Spotx321	0.9095038	1.6989529e-09	1.6981463e-09	1.6984184e-09	1.6982531e-09	1.6984507e-09	1.6990209e-09	1.6982142e-09	1.6989627e-09	0.08778743	0.0027087065
Spotx322	0.033237383	0.14683276	0.06844953	0.18670224	4.3300424e-10	0.1434169	0.0117888665	0.1913008	0.2050297	4.3295054e-10	0.013241794
Spotx323	0.10508613	0.5512083	5.919638e-10	5.9219196e-10	0.06465035	0.27014735	5.922869e-10	5.92253e-10	5.9196836e-10	5.919469e-10	0.008907798
Spotx324	0.19620606	3.858542e-10	0.245681	3.8588663e-10	3.8603387e-10	3.859153e-10	0.0001797006	3.8609863e-10	0.55515534	3.8592707e-10	0.0027778328
Spotx325	0.057467315	0.08497158	0.20255092	0.10665181	4.6690274e-10	0.047555912	0.09610828	0.038951986	0.33329725	0.030994887	0.0014500862
Spotx326	3.3455982e-10	0.07404973	3.345043e-10	3.3450367e-10	3.345809e-10	0.12881905	3.345075e-10	0.44289464	0.3301413	3.3461217e-10	0.024095304
Spotx327	3.3943742e-10	3.3935782e-10	3.393876e-10	3.395015e-10	3.3936814e-10	0.32954094	0.014513183	0.1609316	0.4853216	3.3951839e-10	0.009692713
Spotx328	0.0058843247	5.289358e-10	5.287653e-10	5.2869675e-10	5.28849e-10	5.2894183e-10	0.39595324	5.287875e-10	0.5981625	5.2865845e-10	5.2881877e-10
Spotx329	4.0885847e-10	0.20085672	4.0903397e-10	0.101900846	0.024677116	0.3585976	4.0902617e-10	0.1260542	0.17643917	4.0893103e-10	0.0114743505
Spotx330	7.183089e-10	0.22715694	7.184364e-10	7.18009e-10	7.1828565e-10	0.17731793	0.12590751	0.21809123	0.09483507	0.15584892	0.0008423202
Spotx331	0.020850593	0.038146693	0.0226328	0.1648218	8.9481983e-10	0.09319367	0.5768182	0.0034646313	8.951493e-10	0.07460911	0.0054625557
Spotx332	0.06063151	0.014573829	0.056742933	3.895707e-10	3.8953352e-10	0.048492808	3.894065e-10	0.31902778	0.4195736	0.05865677	0.022300793
Spotx333	0.4266421	8.2457013e-10	0.13511775	8.2463464e-10	0.17328233	8.2481555e-10	8.249854e-10	0.16852444	0.0867777	8.2501384e-10	0.00965577
Spotx334	8.920771e-10	8.9182856e-10	8.9195107e-10	0.28400218	0.07802864	8.918882e-10	0.1294513	0.20633665	0.13621692	0.15925202	0.006712308
Spotx335	7.117556e-10	0.16351609	0.12642623	7.118927e-10	7.11905e-10	0.3964209	7.120584e-10	0.15683287	0.15247405	7.1176237e-10	0.0043299054
Spotx336	7.2751877e-10	0.0774353	0.23303036	0.39844686	0.031275705	7.2730366e-10	7.2728146e-10	0.0067894636	0.19477841	0.05824394	7.275437e-10
Spotx337	0.17879389	5.110466e-10	0.19294798	0.2180165	5.1097737e-10	5.1106513e-10	8.818046e-05	5.111841e-10	0.40829146	5.1106996e-10	0.0018620138
Spotx338	0.03150845	0.5555534	0.02054865	3.3661948e-10	3.3658543e-10	0.24898028	0.002841193	0.052458704	0.07924712	3.3650327e-10	0.00886228
Spotx339	6.594464e-10	6.5907924e-10	6.5936595e-10	6.591547e-10	6.5924394e-10	0.7363216	0.24331701	6.590302e-10	6.5907796e-10	6.5921e-10	0.020361343
Spotx340	6.9697387e-10	0.115296096	6.969314e-10	0.3862189	6.9687417e-10	0.2616018	0.13941583	0.085323855	6.9673733e-10	0.012143582	6.96724e-10
Spotx341	4.9761745e-10	0.20878391	0.07094723	0.06408763	4.977342e-10	0.1354322	0.011938436	0.058423202	0.44203025	4.974267e-10	0.008357176
Spotx342	5.3717825e-10	0.36251923	5.371762e-10	0.47375447	5.3723354e-10	0.13487822	0.012081354	5.372448e-10	5.3711574e-10	0.01604191	0.0007247432
Spotx343	0.5949266	8.2381996e-10	8.2411544e-10	8.243214e-10	8.2400853e-10	8.241516e-10	0.31645656	8.239253e-10	8.240243e-10	0.08789284	0.00072404544
Spotx344	0.17474292	0.23863739	0.00913416	0.218789	5.3915794e-10	5.3946964e-10	0.013191372	0.056046396	0.12949152	0.15539673	0.0045705605
Spotx345	5.351879e-10	0.17194043	5.351879e-10	0.2200163	0.032256126	0.06464466	5.350175e-10	0.30699968	0.20414284	5.3508076e-10	5.348583e-10
Spotx346	4.7489945e-10	0.038577247	0.030597575	0.15254438	0.053306274	0.236113	0.0726692	0.26111344	0.142672	0.0037946654	0.008612094
Spotx347	0.07531725	9.824502e-10	0.28440312	9.823659e-10	9.826656e-10	9.824557e-10	0.07765993	0.004610475	0.13153838	0.4139714	0.01249953
Spotx348	0.24673834	7.1194667e-10	0.02147701	0.09380163	7.119277e-10	0.20690545	0.3857675	0.006774785	0.00878983	0.016787214	0.012958268
Spotx349	0.14489669	7.7408313e-10	7.741939e-10	7.7417905e-10	7.739281e-10	0.67895156	0.13174203	7.7411266e-10	7.7388973e-10	7.7418943e-10	0.044409662
Spotx350	0.37848336	6.7235645e-10	0.0774343	6.724912e-10	6.721641e-10	6.7251166e-10	6.725258e-10	0.022911992	0.5116841	6.721436e-10	0.00948629
Spotx351	0.121747196	9.003288e-10	0.22478196	0.08586344	0.07900162	9.0012453e-10	9.005933e-10	9.0023095e-10	0.3189682	0.16963755	9.0011426e-10
Spotx352	0.04669134	6.012008e-10	0.16785368	0.055695537	0.07058316	0.08015983	0.22127447	0.14014335	0.18144609	6.0117783e-10	0.036152553
Spotx353	0.12990367	6.443212e-10	6.443691e-10	6.442475e-10	6.441959e-10	6.4436184e-10	0.0033894693	0.038068518	0.5380193	0.28667986	0.003939182
Spotx354	0.9894124	9.488366e-10	9.486791e-10	9.488113e-10	9.484222e-10	9.484006e-10	0.0032234702	9.487696e-10	9.483155e-10	9.487153e-10	0.007363995
Spotx355	5.963482e-10	5.964438e-10	5.960548e-10	5.9625843e-10	0.15570937	0.028278353	0.4800555	0.11666817	5.964051e-10	0.2089898	0.010298885
Spotx356	0.046454992	0.17279753	0.29155567	7.0809725e-10	0.08652258	0.13155463	7.080311e-10	7.090988e-10	0.27111462	7.081729e-10	7.0817696e-10
Spotx357	0.25692979	0.41484454	8.945426e-10	0.29694232	0.03128337	8.949779e-10	8.949522e-10	8.9458707e-10	8.94616e-10	8.946467e-10	8.948293e-10
Spotx358	0.1400101	1.285836e-09	0.31610316	1.2851763e-09	0.0194054	1.2852598e-09	1.2851936e-09	1.285397e-09	0.22891083	0.29141343	0.004157118
Spotx359	8.0344525e-10	8.0356477e-10	8.034728e-10	0.65541536	8.0360624e-10	8.035403e-10	0.0419828	8.0349893e-10	8.032828e-10	0.3014147	0.0011871796
Spotx360	0.1005256	1.6850324e-09	1.6845312e-09	0.21637903	0.048856687	1.6849746e-09	1.6848781e-09	0.063784786	1.6847463e-09	0.57045394	1.6850357e-09
Spotx361	0.11619049	0.28584206	0.18992645	0.23417613	0.0343474	0.037555482	7.613734e-10	7.638054e-10	7.615913e-10	0.10196194	7.6170603e-10
Spotx362	4.874127e-10	0.15682763	0.1503933	0.20633566	0.026329037	4.877252e-10	0.26779157	0.10016254	0.04868825	0.04347205	4.87541e-10
Spotx363	0.080454655	0.24851233	5.7191973e-10	5.717942e-10	0.22509415	0.16231985	0.014894058	5.717397e-10	0.25975642	5.717146e-10	0.008968609
Spotx364	0.02932869	0.27349627	0.14080775	8.598076e-10	0.4432348	0.09674736	8.5933866e-10	8.596715e-10	8.595633e-10	0.0162278	0.00015729392
Spotx365	0.17041637	0.2011231	0.08979468	0.092474625	0.08708501	0.024285186	7.36033e-10	0.10190787	0.07471584	0.15819728	7.3577894e-10
Spotx366	0.010043855	1.1638687e-09	1.1639486e-09	1.1637665e-09	0.915279	1.1637443e-09	0.067743726	1.1638109e-09	0.0053145476	1.163802e-09	0.0016188497
Spotx367	0.0060426453	0.17480025	5.9988386e-10	5.9995936e-10	5.9999145e-10	0.23228753	0.052408274	0.27095968	0.24856015	5.999605e-10	0.014941448
Spotx368	0.025644863	3.718291e-10	3.718851e-10	0.16807786	3.7182415e-10	0.08523843	0.08956701	0.2656743	0.35875002	3.7187167e-10	0.0070475377
Spotx369	8.8554936e-10	8.857013e-10	8.8556956e-10	8.8536695e-10	8.8541585e-10	8.853365e-10	0.07154594	0.22940344	0.6706069	8.8566077e-10	0.028443692
Spotx370	0.018636059	0.06060956	0.118806355	0.09086728	0.115081646	0.19431739	0.020069294	0.2021439	0.10888532	0.053516783	0.017066326
Spotx371	0.0044209114	6.2813754e-10	6.281747e-10	0.2827838	0.001105739	6.2811356e-10	0.041730646	6.28473e-10	0.42622977	0.24328248	0.00044661216
Spotx372	0.5437864	8.768971e-10	0.009095156	8.769674e-10	8.768654e-10	0.023578573	8.77374e-10	0.034452155	0.3497135	0.035191923	0.0041823843
Spotx373	0.05908726	0.13918619	3.2094039e-10	3.2104813e-10	0.005625895	0.06740331	0.007157181	0.32159603	0.3877321	3.2107325e-10	0.012212099
Spotx374	7.520187e-10	0.22539146	0.011902266	0.08851763	7.5187956e-10	0.088290095	7.522683e-10	0.15167762	0.42731524	7.51805e-10	0.00690572
Spotx375	0.077634975	9.265228e-10	0.19638449	0.15791494	0.034387056	0.32642558	0.00055775064	9.264256e-10	0.18179898	9.2677027e-10	0.024896165
Spotx376	0.1224178	5.87447e-10	5.875086e-10	0.328951	5.8748173e-10	5.8730026e-10	0.0027985862	5.8761174e-10	0.36144805	0.18438463	5.8760163e-10
Spotx377	4.661961e-10	4.662236e-10	4.661329e-10	4.662067e-10	4.661054e-10	4.6626986e-10	0.034565173	4.6627524e-10	0.9608306	4.6634635e-10	0.0046041883
Spotx378	5.233032e-10	5.23411e-10	5.2307564e-10	0.16257207	0.061323773	0.07317542	5.229978e-10	0.29377756	0.35273117	0.04102863	0.015391383
Spotx379	0.05403309	7.361892e-10	0.15034623	0.2958809	7.3615547e-10	7.3608525e-10	7.3610357e-10	0.093564495	0.35190424	0.04565003	0.008621039
Spotx380	0.0301357	0.11229251	3.5735206e-10	3.5740658e-10	3.5739295e-10	0.24483502	0.04546143	0.37050888	0.1792738	3.5748976e-10	0.017492596
Spotx381	1.0270464e-09	0.2580134	1.0265705e-09	0.49246702	0.22783136	0.021688145	1.0266078e-09	1.0265295e-09	1.0264903e-09	1.0268604e-09	1.0268486e-09
Spotx382	0.005159794	8.239659e-10	0.16155802	0.29991186	8.240554e-10	0.1934431	0.11461009	8.24406e-10	0.20156896	0.01259576	0.011152336
Spotx383	0.57382596	7.7693096e-10	7.768984e-10	7.768613e-10	0.12945423	0.0017697568	0.29495007	7.76768e-10	7.771088e-10	7.7705986e-10	7.7701695e-10
Spotx384	2.1953221e-09	2.1947695e-09	2.1946103e-09	2.1951627e-09	0.4835422	0.09283454	0.21697383	0.12166433	0.07254943	2.1945183e-09	0.01243566
Spotx385	1.23827e-09	1.2384708e-09	1.2379701e-09	1.2384589e-09	0.4960104	1.238407e-09	0.5036167	1.238407e-09	1.2380197e-09	1.2381991e-09	0.0003729381
Spotx386	5.414576e-10	0.5522825	0.025209438	5.4143284e-10	0.087212324	0.06776256	5.4147825e-10	5.41813e-10	0.18448614	0.07753517	0.0055118063
Spotx387	5.915132e-10	5.9145344e-10	5.9173555e-10	0.82032466	0.046863347	0.061617725	0.012122842	5.91467e-10	0.027756985	0.031314433	5.9152117e-10
Spotx388	0.04527885	1.0323975e-09	0.030766595	1.0323188e-09	0.058592163	1.0321888e-09	1.0323739e-09	0.02708082	0.7360156	0.092325814	0.009940169
Spotx389	0.08540991	3.9074488e-10	0.047887184	0.21615556	3.9061965e-10	0.22893655	0.18286985	3.9075307e-10	0.18191195	0.04925551	0.007573491
Spotx390	0.026406886	4.451034e-10	0.10385983	4.4509493e-10	4.452775e-10	4.4510765e-10	0.7218457	4.4530127e-10	0.14788756	4.4528511e-10	4.452435e-10
Spotx391	9.769702e-10	0.09806494	9.773299e-10	0.13379315	0.12514532	0.22777915	0.38841823	9.774604e-10	9.769291e-10	0.025226118	0.0015731558
Spotx392	8.466557e-10	0.26100495	0.059882794	0.11912974	0.09693703	0.24362719	8.4652335e-10	0.014469886	0.03269376	0.17225459	8.466315e-10
Spotx393	8.891457e-10	0.200014	8.8893376e-10	8.8905583e-10	0.39013407	0.25186014	8.887778e-10	8.8894225e-10	8.8888114e-10	0.14284661	0.015145268
Spotx394	3.7073702e-10	0.03862965	3.7089973e-10	3.708962e-10	3.7077735e-10	0.22955164	3.7078796e-10	0.43176386	0.2843356	3.7079365e-10	0.015719233
Spotx395	1.3616667e-09	1.3608955e-09	0.3772989	0.15297966	0.08142287	1.3607943e-09	1.3608383e-09	1.3609371e-09	0.34799632	0.040302306	1.3608981e-09
Spotx396	0.040667668	0.20247844	0.018000426	7.4855583e-10	0.027258582	0.13806188	0.07163997	0.2945673	0.16401449	0.035965316	0.007345894
Spotx397	6.5106054e-10	6.5092887e-10	6.5103817e-10	6.510493e-10	0.50406337	0.4773706	0.009439511	6.5107914e-10	6.5116484e-10	6.511698e-10	0.009126532
Spotx398	5.075502e-10	0.40831587	5.074931e-10	0.14910144	0.11129803	0.16066006	0.031758152	5.0754534e-10	5.074244e-10	0.13535617	0.003510372
Spotx399	4.2967058e-10	0.40487033	4.2946574e-10	4.294903e-10	0.02790355	0.15206803	0.017855527	0.15392607	0.2225584	0.01000382	0.010814196
Spotx400	5.3760746e-10	0.03937531	5.3768845e-10	0.10189204	5.376731e-10	0.14154273	0.015557574	0.4436718	0.2484345	5.375356e-10	0.00952609
Spotx401	7.40756e-10	0.10921815	0.0038669282	7.4047496e-10	7.406359e-10	0.8052859	7.407249e-10	0.06772152	7.4085493e-10	7.4068823e-10	0.013907446
Spotx402	0.012646702	0.6368793	0.12222308	9.0411306e-10	0.10395458	0.012003853	9.0404584e-10	9.0412e-10	0.0803879	0.031904593	9.045167e-10
Spotx403	0.17704184	8.37376e-10	0.21147485	0.078586884	8.373617e-10	8.3708696e-10	8.3741275e-10	8.3724827e-10	0.5320272	8.3724505e-10	0.0008692741
Spotx404	4.836175e-10	0.34792775	0.105364054	0.22442499	4.8354004e-10	0.19807552	0.072755165	4.835963e-10	0.008394019	0.039806545	0.0032519414
Spotx405	0.0070566027	0.4149891	6.9459205e-10	6.9488754e-10	6.9475764e-10	0.3896604	6.9488226e-10	6.9468215e-10	6.946544e-10	0.17534052	0.012953434
Spotx406	0.012957046	0.8364278	4.2702344e-10	4.2719617e-10	4.269762e-10	0.102671884	0.041897397	4.271269e-10	4.270658e-10	4.2716194e-10	0.0060458644
Spotx407	8.9860086e-10	0.11160642	8.9877744e-10	8.988957e-10	8.989283e-10	8.988872e-10	8.987397e-10	0.6816757	8.989523e-10	0.17894375	0.027774228
Spotx408	1.360309e-09	0.024054246	0.056649003	0.40794227	0.052780904	1.359881e-09	1.3594452e-09	0.11463019	1.3594867e-09	0.34180313	0.0021402931
Spotx409	2.0987176e-09	0.009292052	0.15355395	0.21136107	0.1429191	2.0978612e-09	0.07232861	0.08160123	0.07403867	0.25490537	2.0976811e-09
Spotx410	0.0065827644	1.1158193e-09	1.1161854e-09	0.78902507	1.1159874e-09	1.1162854e-09	0.20439221	1.1161961e-09	1.1159917e-09	1.1158895e-09	1.1158682e-09
Spotx411	0.07994499	6.8360667e-10	0.16552316	0.24289562	0.025593974	6.836549e-10	6.837045e-10	0.2697364	0.21584871	6.8389233e-10	0.0004571335
Spotx412	0.005399677	4.401447e-10	0.11680939	4.400583e-10	4.4004736e-10	4.4015985e-10	0.8216349	4.4016654e-10	4.399223e-10	0.056156006	4.399987e-10
Spotx413	0.16425087	1.0958283e-09	0.23741527	0.25759473	0.04666798	0.01117093	1.0955107e-09	0.021055881	0.26184437	1.0954166e-09	1.095682e-09
Spotx414	7.216153e-10	7.214323e-10	0.03765457	0.37228015	7.216346e-10	0.10710167	0.039601903	7.215066e-10	0.05722358	0.38079366	0.00534451
Spotx415	0.03565657	0.09761674	0.27363485	0.21054707	9.1698193e-10	9.172076e-10	0.33808386	9.16947e-10	9.174193e-10	0.04446086	9.171288e-10
Spotx416	1.5430524e-09	0.27706593	0.36570448	0.25639275	1.5429433e-09	0.09006407	1.5421343e-09	1.5429463e-09	1.5420343e-09	1.5423078e-09	0.010772759
Spotx417	5.2729426e-10	5.275056e-10	5.273587e-10	0.022047713	0.16841619	0.28739277	5.272028e-10	0.15701021	0.33129442	0.018166846	0.015671905
Spotx418	0.16230744	1.5272211e-09	0.2335447	0.2789869	0.04739772	1.5273142e-09	1.5267201e-09	0.062256332	0.20413642	0.011370533	1.5270026e-09
Spotx419	1.2551363e-09	0.39364135	0.102512844	0.24921809	0.20003697	1.2546506e-09	1.2552825e-09	1.2551246e-09	1.2552538e-09	0.05459077	1.2553519e-09
Spotx420	4.958919e-10	0.0016738914	0.0033033642	4.959846e-10	4.9594956e-10	0.2077306	0.40281388	0.21791732	0.15277387	4.96189e-10	0.013787012
Spotx421	6.8479117e-10	0.43871024	0.040098082	0.10622507	6.85012e-10	0.16198967	0.13897678	6.85867e-10	6.849088e-10	0.11052819	0.003471972
Spotx422	0.39084658	2.1821531e-09	0.13336551	0.26177865	2.181433e-09	2.1825195e-09	2.1819908e-09	2.181712e-09	2.1815123e-09	0.21400933	2.1822697e-09
Spotx423	8.261081e-10	0.22801863	0.020490354	0.22409315	0.018434254	0.26759523	8.2624835e-10	0.007613778	8.2638074e-10	0.22829278	0.0054617575
Spotx424	0.07204598	0.18064837	6.904161e-10	6.9048717e-10	0.04897694	0.13870147	6.910867e-10	6.909628e-10	0.54964197	6.903292e-10	0.009985228
Spotx425	0.015543439	9.1758784e-10	0.10658334	9.1775587e-10	0.28734434	9.1784697e-10	0.19129188	9.175354e-10	0.39923704	9.1770685e-10	9.178294e-10
Spotx426	0.057126828	0.001108107	0.11551648	7.0409034e-10	7.040461e-10	7.044813e-10	0.30094713	0.44246158	0.031819247	0.046261743	0.004758927
Spotx427	3.8616155e-10	0.03897029	0.08269507	0.048065536	0.062216118	0.08565329	0.024603998	0.12677318	0.3449924	0.182313	0.0037171065
Spotx428	2.8654762e-10	0.27161506	2.8656455e-10	2.865591e-10	2.8668484e-10	0.26514664	2.865711e-10	0.1846952	0.25411355	0.010240019	0.014189458
Spotx429	8.5144414e-10	0.48704615	8.5119084e-10	8.5152696e-10	0.026070695	0.48132563	8.5138085e-10	8.5107726e-10	8.514799e-10	8.5119245e-10	0.005557456
Spotx430	0.10776568	9.50488e-10	0.24873266	9.509032e-10	9.509069e-10	9.507999e-10	0.36767387	9.507763e-10	0.2758278	9.50682e-10	9.509395e-10
Spotx431	0.010758082	0.35291728	0.06445684	0.10450155	0.05507472	0.1593521	0.21501109	5.8194205e-10	5.819365e-10	0.03792835	5.8190097e-10
Spotx432	0.03210222	0.0064612795	0.06015454	8.5253915e-10	0.41483328	0.33070385	8.5233753e-10	0.07482534	8.5257656e-10	0.061140217	0.019779248
Spotx433	1.0961819e-09	0.07544682	1.0961484e-09	0.14082928	1.0962238e-09	0.051627785	0.7198118	1.0959957e-09	1.0960314e-09	0.01228429	1.0963304e-09
Spotx434	0.1127412	3.9115838e-10	0.25343707	0.29525936	3.9104048e-10	3.9111434e-10	0.0022170374	3.9116732e-10	0.3285933	0.00544473	0.0023072697
Spotx435	0.04679362	0.17997725	0.059510943	0.2336207	0.3323652	0.07976298	7.398865e-10	0.02537412	0.035193574	7.401038e-10	0.0074016373
Spotx436	0.014282759	0.17043675	0.0079408325	0.34888452	4.348973e-10	0.13567516	0.10083188	4.3481854e-10	4.348268e-10	0.22194807	4.349521e-10
Spotx437	4.703693e-10	0.19780402	4.70626e-10	0.21379615	4.705461e-10	0.16723593	0.42106393	4.7066456e-10	4.7043663e-10	4.70416e-10	9.9912024e-05
Spotx438	0.08142226	0.20923701	5.906771e-10	5.9092276e-10	5.9081e-10	0.32476407	0.05041199	0.00431473	0.2092327	0.110936314	0.009680913
Spotx439	0.08007351	0.14032248	0.17726529	0.12544544	0.0145858005	5.8485233e-10	0.0034816416	5.846505e-10	0.45882577	5.84607e-10	5.8417676e-10
Spotx440	0.102881625	0.064275324	0.20391798	0.113348804	6.4943445e-10	6.493948e-10	0.0036053483	0.04690299	0.45960313	0.0054647923	6.493577e-10
Spotx441	0.033681206	0.42692155	8.175924e-10	0.26352367	8.1777013e-10	0.17613207	0.09699092	8.1775614e-10	8.179386e-10	8.176391e-10	0.002750679
Spotx442	0.68699735	0.26686645	1.275541e-09	1.2754072e-09	1.2757576e-09	1.276108e-09	1.2757576e-09	1.2758257e-09	1.2753221e-09	0.039286464	0.0068496927
Spotx443	0.05800942	0.050421093	0.06814671	5.946135e-10	5.942881e-10	0.28696233	5.9432437e-10	5.9467364e-10	0.09695493	0.43007487	0.009430597
Spotx444	9.1962216e-10	0.007905476	0.06099242	9.195239e-10	0.34726894	0.43231606	0.042718288	0.09127206	9.196818e-10	9.1940283e-10	0.017526736
Spotx445	0.22468121	0.2810616	0.047335442	6.225799e-10	0.022888904	0.40327102	6.2266775e-10	6.2288874e-10	6.227806e-10	6.2277705e-10	0.020761793
Spotx446	0.17741981	7.1951295e-10	0.2949295	7.194485e-10	7.19421e-10	7.1956513e-10	0.44413006	7.196585e-10	0.083520606	7.1949097e-10	7.197628e-10
Spotx447	0.02417053	1.1073625e-09	1.1075295e-09	1.1076879e-09	0.80342656	0.102059215	0.050418418	1.1070795e-09	0.012498424	1.1071556e-09	0.0074268025
Spotx448	0.114888504	0.020378152	0.12910797	0.17813596	5.223202e-10	5.2232413e-10	0.19919555	0.040186238	0.13591878	0.18218891	5.2212684e-10
Spotx449	1.4092235e-09	0.16501343	0.18449731	1.4093283e-09	0.19220282	1.4093499e-09	1.4097719e-09	0.4167074	1.4096455e-09	0.041579064	1.4097773e-09
Spotx450	1.2988334e-09	1.2996485e-09	0.313256	0.21542901	0.21460615	1.2995865e-09	1.2991033e-09	1.2992097e-09	0.25670883	1.2996213e-09	1.2993511e-09
Spotx451	7.824758e-10	0.01647014	0.045207035	7.8227436e-10	0.1405675	0.010404235	7.8205653e-10	0.31191826	0.06326429	0.39416766	0.018000834
Spotx452	0.078324676	0.019340614	0.10139286	0.30499643	6.442576e-10	6.4402905e-10	6.4381905e-10	0.038915504	0.13884978	0.3165666	0.0016135541
Spotx453	1.2953176e-09	0.22386578	0.26040432	0.19735335	0.19547284	1.2954757e-09	0.051039033	0.039377127	0.032487564	1.2954041e-09	1.2953152e-09
Spotx454	5.5063754e-10	0.29060692	0.056201257	5.5075516e-10	0.12388757	0.016577555	5.5073524e-10	0.120392114	0.18914688	0.19601178	0.0071759503
Spotx455	0.0022614782	4.4142412e-10	0.014424278	4.4154283e-10	4.416793e-10	4.4158663e-10	0.5551507	4.4167844e-10	0.33933935	0.088824205	4.4169107e-10
Spotx456	1.8959616e-09	1.8951047e-09	1.8959074e-09	1.89624e-09	0.081388384	1.8960522e-09	0.37051442	0.06502575	0.43860295	0.043093823	0.0013746028
Spotx457	7.938541e-10	0.1854957	0.103223175	0.10238124	7.9457524e-10	0.043121234	7.94407e-10	0.3118856	0.15098128	0.097751565	0.0051601455
Spotx458	8.245874e-10	8.245182e-10	8.248595e-10	8.247336e-10	8.24924e-10	8.24924e-10	0.608422	8.244993e-10	8.247887e-10	0.39157802	8.248155e-10
Spotx459	0.05209663	5.0623616e-10	0.07947876	5.060846e-10	0.084177084	5.063617e-10	0.31022677	0.05176416	0.4222566	5.0629023e-10	5.06158e-10
Spotx460	1.1474851e-09	1.1477609e-09	1.1475442e-09	1.148177e-09	0.57233065	0.09378551	0.024103146	0.14942475	0.16035596	1.1480719e-09	1.1482448e-09
Spotx461	6.298029e-10	6.29427e-10	6.296852e-10	0.8140145	6.294558e-10	0.023000635	0.016573966	6.297897e-10	0.038179744	0.10714888	0.0010822738
Spotx462	1.151225e-09	0.002025791	1.1512339e-09	1.1514073e-09	1.1510978e-09	1.1507948e-09	1.151425e-09	1.1509002e-09	0.36907893	0.6288953	1.1508761e-09
Spotx463	0.09731247	7.924476e-10	0.10919499	0.71903014	7.923207e-10	7.924235e-10	0.0020069138	7.922618e-10	7.925883e-10	0.07221024	0.00024524625
Spotx464	4.7434834e-10	0.12608747	0.14267401	4.7439536e-10	4.742986e-10	4.7421894e-10	0.37322828	0.05305431	0.098320395	0.20663552	4.7421084e-10
Spotx465	5.5840826e-10	0.043593466	0.059378378	0.35207802	0.12216352	0.20125233	0.06581223	5.5858507e-10	0.11401966	0.041702386	5.5834753e-10
Spotx466	0.1645082	0.51828015	5.077215e-10	5.075259e-10	0.013318416	0.0046462775	0.030950492	0.06343619	0.1975058	5.077128e-10	0.0073544565
Spotx467	0.094850674	0.14942704	0.1323541	3.9746154e-10	0.021858644	3.9767536e-10	0.009032139	0.06513716	0.35425833	0.171711	0.0013708671
Spotx468	0.06566896	7.096763e-10	0.0012160498	7.0917966e-10	0.18844986	0.074149	7.0886597e-10	7.092568e-10	0.4607908	0.20482297	0.0049024085
Spotx469	7.658077e-10	0.051942766	7.6568357e-10	7.658413e-10	0.74015033	0.056465384	0.05938325	7.658413e-10	0.092058256	7.6565143e-10	7.65682e-10
Spotx470	0.0567723	0.10880943	0.021176873	0.20994543	5.615837e-10	0.011510064	5.6149163e-10	0.051321186	0.017818192	0.51370186	0.008944658
Spotx471	0.09562124	6.265183e-10	6.2640954e-10	6.264132e-10	6.267514e-10	6.2680394e-10	0.014744284	6.265625e-10	0.88477355	6.267717e-10	0.0048610014
Spotx472	0.17361505	0.030440912	5.353351e-10	5.351227e-10	5.351238e-10	0.013598342	5.3517984e-10	0.5002549	0.24960868	5.354076e-10	0.03248207
Spotx473	0.00093198224	5.717079e-10	5.7175253e-10	0.78581184	5.7179295e-10	0.10460977	0.06799059	5.713275e-10	0.019436585	0.017035449	0.0041838223
Spotx474	0.031557128	6.583872e-10	0.10375044	6.584073e-10	0.0755213	6.581386e-10	0.40919098	0.15469587	0.011779544	0.20750271	0.006001958
Spotx475	0.047218926	5.213843e-10	0.2718653	5.213724e-10	0.1886441	0.097183436	0.17500372	5.215733e-10	0.21238546	0.0052780746	0.0024209297
Spotx476	4.411151e-10	0.31775665	0.10897939	4.4108392e-10	4.410663e-10	0.16255812	0.41070578	4.412522e-10	4.4117732e-10	4.4113105e-10	4.4132717e-10
Spotx477	6.881701e-10	6.8809525e-10	6.882055e-10	6.8816347e-10	6.8830264e-10	6.879601e-10	6.8824757e-10	6.883643e-10	0.99874526	6.881753e-10	0.001254745
Spotx478	0.88211334	1.0905048e-09	1.0904674e-09	1.0905756e-09	0.016859062	1.0909043e-09	0.09879092	1.0904362e-09	1.0907442e-09	1.0907419e-09	0.002236615
Spotx479	0.018383974	0.12522621	0.14686303	4.726473e-10	0.090261094	0.14949271	0.37166736	4.726708e-10	0.09810562	4.7273296e-10	4.729061e-10
