	Astrocyte	Astrocyte,Neurons	Astrocyte,Oligos	Blood	Immune	Neurons	Neurons,Cycling	Neurons,Oligos	Oligos	Vascular	dummy
Spotx644	0.021552553	0.02184288	4.335935e-10	4.334207e-10	4.3354803e-10	4.334951e-10	0.52617514	0.1429999	0.2850797	4.336117e-10	0.002349818
Spotx645	0.65990204	1.7375813e-09	0.0716312	1.7376675e-09	0.06667644	1.7372499e-09	1.7371306e-09	1.7370809e-09	0.20179035	1.7380288e-09	1.7371373e-09
Spotx646	0.16342437	6.753541e-10	6.752421e-10	0.3189137	0.11801225	6.750451e-10	0.057115607	6.751467e-10	0.26866063	0.07387349	6.751493e-10
Spotx647	0.15876552	0.51096207	0.06428411	1.6843692e-09	0.2659883	1.6845588e-09	1.6847742e-09	1.6842278e-09	1.684231e-09	1.6850376e-09	1.6846873e-09
Spotx648	6.52372e-10	0.112470224	0.12325878	6.523048e-10	6.522065e-10	0.5117348	6.5209954e-10	6.5225125e-10	0.20878512	0.036587562	0.0071635176
Spotx649	0.011549827	6.407757e-10	6.4111677e-10	0.21997958	6.410374e-10	0.13533378	0.09038491	0.21709275	0.17266528	0.10822643	0.044767488
Spotx650	0.22512883	0.05980071	0.14079759	0.1277255	0.098650455	9.95657e-10	0.29152936	9.953873e-10	9.955089e-10	0.05636751	9.954348e-10
Spotx651	0.05751209	1.016448e-09	0.22554733	0.1420722	0.064959	1.0161862e-09	0.32151362	1.0159731e-09	0.18737675	0.001019089	1.0161495e-09
Spotx652	0.09216729	8.7995183e-10	0.21082576	0.10824829	0.18984921	0.13178018	0.14921777	0.023396136	0.03127148	0.06324392	8.800828e-10
Spotx653	0.121309765	0.16419469	0.27174607	5.575306e-10	0.1081656	0.12070357	0.09351358	5.58514e-10	0.11741162	5.5733174e-10	0.0029551117
Spotx654	0.17016768	0.6493084	2.3581717e-09	2.358873e-09	2.3590352e-09	0.022073498	2.359166e-09	2.3584323e-09	2.358419e-09	0.15845045	2.3591298e-09
Spotx655	0.08996023	0.40651816	4.8607535e-10	0.1492334	4.859725e-10	0.031622056	0.034293424	0.10307402	0.18033119	4.861013e-10	0.0049675237
Spotx656	0.104872346	0.18189281	0.039866246	0.24550304	0.1449744	0.19227156	0.003329875	6.4731254e-10	6.472817e-10	0.08443952	0.0028501377
Spotx657	0.037881155	0.18266036	1.0304387e-09	1.0309302e-09	1.0303581e-09	1.0307966e-09	0.38733977	1.0304938e-09	1.0307473e-09	0.39164916	0.00046955896
Spotx658	0.26374218	1.0894149e-09	0.26160687	1.0899199e-09	1.0892466e-09	1.0893981e-09	1.0899012e-09	1.0894169e-09	0.46982506	1.0899053e-09	0.0048258468
Spotx659	0.12402442	9.386616e-10	9.387242e-10	0.097000726	9.384163e-10	0.29243127	0.09253351	9.382677e-10	0.079371355	0.2987254	0.015913295
Spotx660	0.075463325	0.23744062	0.13861975	7.31003e-10	7.309347e-10	7.30904e-10	7.3069073e-10	0.17175592	0.3656794	7.3067263e-10	0.011040944
Spotx661	0.015179127	0.32443008	4.0367099e-10	0.12916239	0.08744972	0.26878625	0.05774967	4.0377876e-10	0.09545863	0.018953182	0.002831003
Spotx662	0.0638959	7.2931344e-10	0.15765814	0.54224986	0.025836485	7.296334e-10	0.00019543617	0.0377452	0.13237898	0.03696449	0.0030754807
Spotx663	0.15168686	8.428916e-10	8.428868e-10	8.428193e-10	0.15451527	8.4309265e-10	0.049084425	0.070747696	0.3758489	0.19811687	8.431103e-10
Spotx664	0.04921443	0.15065432	0.083451934	0.44160974	7.7138096e-10	0.006511734	0.07541453	7.7104706e-10	7.7100437e-10	0.1931433	7.711294e-10
Spotx665	0.17527388	5.4029714e-10	0.09175276	5.4045385e-10	5.4046007e-10	5.405074e-10	5.404208e-10	5.4057137e-10	0.7304336	5.405064e-10	0.0025398065
Spotx666	5.398611e-10	0.04741387	5.397221e-10	5.398147e-10	5.3971694e-10	0.29239237	5.3974575e-10	0.07680168	0.5697065	5.3962945e-10	0.013685581
Spotx667	0.023752704	5.621496e-10	0.04504754	5.620317e-10	0.065994374	5.618816e-10	5.6206384e-10	5.6211313e-10	0.864831	5.6207994e-10	0.00037439432
Spotx668	6.5090555e-10	0.06177135	6.508348e-10	0.06649134	0.1457901	0.10419567	6.5098e-10	0.14105214	0.30790186	0.16194803	0.010849524
Spotx669	6.754716e-10	0.11763561	0.21082817	6.7535955e-10	6.7537115e-10	0.17753796	0.0918663	0.078685164	0.07816959	0.24527715	6.754059e-10
Spotx670	0.11680978	0.18064561	6.4479844e-10	6.4511585e-10	0.05937546	0.2627848	0.13506229	6.449645e-10	6.4507155e-10	0.23828283	0.0070392094
Spotx671	5.457299e-10	0.07783582	5.457841e-10	5.458101e-10	5.459423e-10	0.32924604	0.1464827	0.20024551	0.19830503	0.0270081	0.02087675
Spotx672	0.549863	0.37473485	1.9787711e-09	1.9782693e-09	0.04260574	0.024204765	1.979145e-09	0.0069023576	1.978722e-09	1.9783826e-09	0.0016892807
Spotx673	0.08673488	0.023569437	5.390329e-10	5.390318e-10	5.391696e-10	0.00524366	0.14682315	0.12026403	0.56758446	0.045397915	0.0043825526
Spotx674	0.12578161	1.4328414e-09	0.128278	1.4326802e-09	1.4329615e-09	1.4325708e-09	0.73906964	1.4324835e-09	0.0068707056	1.4330982e-09	1.4329179e-09
Spotx675	6.800825e-10	0.14657316	6.7986333e-10	6.7996053e-10	0.15603518	0.13361089	0.0014333383	6.8007344e-10	0.559281	6.800812e-10	0.003066497
Spotx676	0.09854617	0.269639	0.20344187	5.2816745e-10	0.08429018	5.282712e-10	5.281584e-10	0.09484103	0.13801126	0.109811425	0.0014191578
Spotx677	0.022088416	0.019649442	0.012971103	0.08449555	0.014404536	0.16360162	0.24366166	0.28612325	0.14246467	4.0887388e-10	0.010539808
Spotx678	0.16073523	5.1405996e-10	5.141452e-10	5.141541e-10	5.141109e-10	0.14397001	0.019930216	0.5298265	0.06913087	0.060776673	0.015630493
Spotx679	0.0022704722	7.1073875e-10	7.105734e-10	0.3331696	7.104704e-10	0.04664014	0.3086594	7.108432e-10	7.10648e-10	0.304951	0.0043093665
Spotx680	0.08298372	0.09303461	0.21650876	8.0862883e-10	0.079809815	0.3551751	8.089174e-10	8.1066115e-10	0.07458038	0.08726581	0.010641727
Spotx681	0.19237684	7.237989e-10	0.08239087	0.1794472	7.2419115e-10	0.17015924	7.2406536e-10	0.002535343	0.20596406	0.14972362	0.017402846
Spotx682	5.878331e-10	0.32629612	5.878006e-10	0.20906544	0.015854118	0.108794756	5.876504e-10	0.033548012	0.2768332	0.02080735	0.008800974
Spotx683	5.4819066e-10	0.012350958	0.14206469	0.2590794	5.479941e-10	0.17394912	5.48268e-10	0.03315599	5.480568e-10	0.3701443	0.009255459
Spotx684	0.052426793	4.735604e-10	0.04848848	4.733825e-10	4.734322e-10	0.21924013	4.73546e-10	0.27700168	0.37493712	4.7332654e-10	0.027905768
Spotx685	0.054760616	0.15406953	3.4917294e-10	0.06946606	0.016544955	0.020706424	3.4922487e-10	0.45697862	0.21054599	3.4934347e-10	0.016927809
Spotx686	0.01646318	5.400019e-10	0.117293485	0.3663148	0.06544204	0.12154711	0.0780791	5.400699e-10	0.14745075	0.08525945	0.002150151
Spotx687	0.02478632	0.3713634	0.18854107	1.0739701e-09	0.045686528	0.24937089	1.0739927e-09	1.0737182e-09	0.089551315	0.030700501	1.0739558e-09
Spotx688	7.267775e-10	7.270216e-10	0.1570247	0.28639892	7.268843e-10	7.271852e-10	0.43083993	7.2714357e-10	0.052731633	0.07300483	7.268316e-10
Spotx689	8.876351e-10	8.8778074e-10	0.053695057	8.8770785e-10	0.1077351	0.13736638	0.062684156	0.033901222	0.4623235	0.13782108	0.0044735656
Spotx690	5.679957e-10	5.6808247e-10	5.681865e-10	5.682591e-10	5.6796434e-10	5.680705e-10	0.034952402	0.13423549	0.8212841	5.680489e-10	0.009527983
Spotx691	5.3812527e-10	0.09783646	0.02323621	0.16594763	0.16381504	0.14610073	0.23582424	0.09781754	0.06942219	5.3804317e-10	5.3791793e-10
Spotx692	0.06778147	7.568658e-10	0.24868521	0.2572466	7.5650647e-10	0.090615295	0.018617641	7.5692935e-10	0.24798408	0.068986826	8.285083e-05
Spotx693	1.0769858e-09	1.0770065e-09	1.0766286e-09	1.0766512e-09	0.2144211	0.019152833	1.0768852e-09	1.0768976e-09	0.002973946	0.7561323	0.0073199165
Spotx694	4.2396733e-10	4.23935e-10	0.008441258	0.33510116	0.10476469	0.0064010383	0.015284725	0.13219404	0.37708962	0.012746707	0.007976785
Spotx695	5.943662e-10	5.940851e-10	5.943594e-10	5.9417576e-10	5.9404437e-10	0.6033755	0.08066987	0.23337145	0.021415709	5.943447e-10	0.061167516
Spotx696	0.10137252	9.628751e-10	0.04840637	0.12970446	9.628861e-10	9.62673e-10	9.629431e-10	0.1580278	0.5454379	9.627483e-10	0.017050952
Spotx697	0.104536586	0.31455186	8.558017e-10	8.555046e-10	0.011490845	0.29885083	8.557233e-10	0.004717126	0.25874293	8.551881e-10	0.0071098637
Spotx698	1.0577664e-09	0.056042563	1.0577038e-09	1.0575909e-09	0.15667637	0.5629524	0.22060102	1.0580711e-09	1.0574276e-09	1.0577583e-09	0.0037276929
Spotx699	5.471764e-10	0.28082544	0.08214354	0.29683748	0.23380019	0.08799185	0.018250821	5.4707e-10	5.4688015e-10	0.00015065931	5.472025e-10
Spotx700	0.024771506	0.063585065	0.041145347	1.0926239e-09	1.092126e-09	1.0923655e-09	0.049071483	0.18488449	0.63654214	1.0921488e-09	1.0919655e-09
Spotx701	4.466577e-10	0.11366655	0.10114653	0.06818512	0.0874974	0.37437817	4.466458e-10	4.4664664e-10	0.14903563	0.099573545	0.0065170694
Spotx702	0.09399092	0.019751487	7.059272e-10	0.14431427	0.12394293	0.38833666	0.029686663	7.059946e-10	0.18983223	7.058936e-10	0.010144775
Spotx703	0.045892272	4.241866e-10	0.11281281	4.240475e-10	4.2414053e-10	0.62830806	0.038179822	4.2424086e-10	0.14217098	4.2407905e-10	0.032636035
Spotx704	1.0799048e-09	1.0796206e-09	1.0794662e-09	1.080012e-09	1.0797153e-09	0.011909176	1.0794723e-09	1.0793241e-09	1.0798801e-09	0.9869296	0.0011611938
Spotx705	0.08635277	8.751851e-10	0.056986813	8.7492474e-10	8.7486296e-10	8.749347e-10	0.008463405	8.751968e-10	0.023427747	0.82101065	0.0037585897
Spotx706	0.031748947	0.04107665	0.21264198	0.19395119	5.578491e-10	0.041604035	0.1641972	0.04061086	0.047561735	0.22660743	5.578629e-10
Spotx707	6.8488076e-10	6.8459344e-10	6.845817e-10	0.157951	6.848769e-10	0.67521596	0.124803744	6.848259e-10	6.846874e-10	6.844603e-10	0.04202928
Spotx708	0.04057048	6.6820044e-10	6.679507e-10	6.6819406e-10	0.16077787	6.6788697e-10	0.017144175	0.005105806	0.26570868	0.50977886	0.0009141807
Spotx709	0.015798958	6.431165e-10	6.4309813e-10	6.43249e-10	0.009732719	6.4308214e-10	6.4332994e-10	6.430969e-10	0.9739635	6.4294603e-10	0.0005047653
Spotx710	0.25575808	4.7553467e-10	0.34596324	4.753905e-10	4.7550025e-10	4.755138e-10	4.754966e-10	4.756653e-10	0.39602634	4.7546306e-10	0.0022523103
Spotx711	0.30682513	0.16740647	5.5630095e-10	5.5645916e-10	5.564114e-10	0.11435007	0.4114068	5.56508e-10	5.564634e-10	5.5656213e-10	1.1595072e-05
Spotx712	0.3917081	5.956626e-10	5.959444e-10	5.9566485e-10	5.9557853e-10	5.95766e-10	5.959615e-10	5.9566035e-10	0.60540134	5.958637e-10	0.0028906013
Spotx713	7.475875e-10	0.333997	0.07318568	7.475233e-10	7.4762024e-10	0.24531308	0.1381537	7.4731515e-10	0.075910985	0.12459801	0.008841583
Spotx714	4.6635495e-10	4.664439e-10	0.016316684	0.043735486	4.662749e-10	4.661993e-10	4.663051e-10	0.020314893	0.8927654	0.01792212	0.008945468
Spotx715	7.424197e-10	7.427894e-10	7.4247064e-10	0.5369372	7.4267603e-10	7.426222e-10	0.35544392	7.4243806e-10	7.423517e-10	0.10761889	7.424183e-10
Spotx716	0.2584336	0.013236942	8.4918e-10	0.5143554	8.4955265e-10	0.005427826	0.051846188	8.495041e-10	8.4941654e-10	0.15669997	8.4908125e-10
Spotx717	0.49823627	6.577313e-10	0.09925294	6.579822e-10	6.5803624e-10	6.5771505e-10	6.580952e-10	6.580023e-10	0.40037626	6.5770744e-10	0.0021344838
Spotx718	0.13418068	0.06853412	7.9861895e-10	7.9861895e-10	7.9821694e-10	0.57296586	0.015339365	7.9825196e-10	7.983783e-10	0.18229215	0.026687734
Spotx719	0.020378567	0.00572963	0.026722036	0.6625075	4.7321436e-10	0.09283847	0.14075379	4.7335524e-10	4.7409343e-10	0.051069994	4.733841e-10
Spotx720	5.451591e-10	5.4507904e-10	5.452298e-10	0.43370634	5.450582e-10	0.5050487	5.4523813e-10	5.452589e-10	5.450739e-10	0.04563618	0.015608776
Spotx721	0.048195563	0.53450453	4.6826704e-10	4.681769e-10	0.09089333	0.07184121	0.0124483025	0.068004176	0.16391982	4.6840104e-10	0.010193038
Spotx722	0.027472489	0.09838508	7.215712e-10	7.214941e-10	0.15688148	0.10889332	7.215533e-10	7.2125195e-10	7.211942e-10	0.60003215	0.008335498
Spotx723	1.1670791e-09	0.4794756	1.1673218e-09	1.1675757e-09	0.21211256	1.1675021e-09	1.1671124e-09	0.2863675	1.1676691e-09	0.019995244	0.0020490636
Spotx724	0.6893609	7.7957957e-10	0.05641315	7.797758e-10	7.798279e-10	7.7974166e-10	0.019387966	7.7975504e-10	0.23409235	7.7968965e-10	0.000745584
Spotx725	0.022042556	0.16798562	0.06504127	5.0700755e-10	0.065664425	0.1380783	0.07641235	5.0700266e-10	0.45347574	5.0670496e-10	0.011299757
Spotx726	0.33270624	0.18361248	0.295288	2.810795e-09	0.18839331	2.8115779e-09	2.8117013e-09	2.8107467e-09	2.811621e-09	2.811755e-09	2.8119371e-09
Spotx727	0.061065122	0.06443103	0.074349195	7.1916045e-10	0.035977606	0.042924933	0.15828197	0.06436176	0.15998119	0.33534586	0.0032812755
Spotx728	0.020934984	0.13494848	0.046265133	0.3022634	0.049658984	0.14710443	5.6472227e-10	0.02585836	5.644466e-10	0.27196264	0.001003499
Spotx729	0.11558824	8.911131e-10	8.911454e-10	8.9133917e-10	0.041104127	8.9139185e-10	0.059197623	0.15039378	0.5533397	0.072623745	0.0077526593
Spotx730	5.254394e-10	0.0060387286	5.256569e-10	0.35604	0.13916463	0.07370579	5.2577426e-10	0.07820203	0.2774079	0.06282125	0.006619604
Spotx731	0.56923413	2.092067e-09	2.092985e-09	2.0928133e-09	2.0919473e-09	2.0928852e-09	0.43076587	2.0924062e-09	2.0921507e-09	2.0929491e-09	2.0925979e-09
Spotx732	0.99780834	1.5729839e-09	1.5735241e-09	1.5731879e-09	1.5725999e-09	1.5725671e-09	1.572825e-09	1.572729e-09	1.5730529e-09	1.572672e-09	0.002191669
Spotx733	4.8483806e-10	0.19016095	4.8461063e-10	0.1341946	0.052771393	0.06267159	0.32015148	0.10131367	0.071401045	0.06556495	0.0017702909
Spotx734	0.04814324	0.013038392	0.009561922	0.04955957	4.583545e-10	0.23700252	0.17268112	0.1261561	0.21639645	0.12013672	0.007323911
Spotx735	0.010791536	0.020594286	0.35894135	7.321069e-10	0.121042445	7.321516e-10	0.041057914	7.321e-10	0.39667553	0.05089699	7.322368e-10
Spotx736	0.0037424725	5.308887e-10	5.3068827e-10	0.802272	5.3059007e-10	0.022829043	0.033630695	5.3076216e-10	0.028968697	0.1070559	0.0015011814
Spotx737	0.030073175	0.0949247	0.25536817	0.15786688	5.6715926e-10	0.031574436	0.24052341	0.031793915	0.15787528	5.671527e-10	5.6742977e-10
Spotx738	1.0393497e-09	0.40730897	0.07384222	1.0389175e-09	0.071079	0.26957667	1.0393775e-09	1.039314e-09	0.041628063	0.13479948	0.0017655739
Spotx739	0.17577527	0.17274491	0.05458705	6.5464e-10	0.018476663	0.16282693	0.08624364	0.031495918	0.2953157	6.546825e-10	0.0025339779
Spotx740	6.330404e-10	0.482756	0.023253778	0.11759073	6.328822e-10	0.24607909	0.0014986669	0.03728264	6.3322275e-10	0.08852593	0.0030131796
Spotx741	0.052542817	1.4008913e-09	0.17074938	1.4006697e-09	1.4007951e-09	0.086093076	0.25035593	0.038638406	0.39986005	1.400373e-09	0.0017602959
Spotx742	0.008928711	6.8058603e-10	6.805159e-10	0.17707478	6.804523e-10	6.803953e-10	6.8071326e-10	0.1336809	0.6474485	0.022667011	0.0102001745
Spotx743	4.570804e-10	0.011655213	4.576317e-10	0.77728933	4.576361e-10	0.07954527	0.011361986	0.027418317	0.0148476185	0.07684883	0.0010333993
Spotx744	0.3614487	0.08739645	0.3575961	9.714105e-10	9.710511e-10	0.025640741	9.713771e-10	0.025706152	0.1370823	9.713493e-10	0.0051295557
Spotx745	8.198545e-10	0.040213607	0.26411343	0.10053873	0.24140903	8.197154e-10	8.200375e-10	0.27200595	8.200626e-10	0.07676748	0.004951724
Spotx746	4.5779677e-10	0.44061008	0.06931445	0.31905562	4.577313e-10	0.07307342	4.5781862e-10	4.5774529e-10	0.024179002	0.070389085	0.0033784343
Spotx747	0.038230427	0.41618645	0.010986298	4.5034582e-10	0.08821461	0.19644493	4.5045753e-10	4.5026768e-10	4.503484e-10	0.24329805	0.006639191
Spotx748	0.1824305	0.11433571	0.07466599	0.054451752	5.1052496e-10	5.1065646e-10	5.106828e-10	0.008857975	0.42105785	0.14285041	0.0013498276
Spotx749	0.2921596	9.303887e-10	0.04307034	9.3072233e-10	0.19561559	9.3054314e-10	0.42727107	9.3049696e-10	9.307491e-10	0.04188334	9.307739e-10
Spotx750	0.013721913	5.7320854e-10	5.734152e-10	5.732752e-10	5.7311994e-10	0.1578991	0.099085286	0.13494682	0.57675886	5.73061e-10	0.017588032
Spotx751	0.17583671	6.4838673e-10	0.11227938	0.15942676	0.04415232	0.10382323	0.09086011	0.0028705923	0.090877734	0.21624628	0.0036268323
Spotx752	4.9628235e-10	4.959862e-10	4.959994e-10	0.07538036	4.9624643e-10	0.6203534	0.2970731	4.9604576e-10	4.9611487e-10	4.9612336e-10	0.0071931197
Spotx753	0.13930686	0.52033263	0.10678847	1.1966733e-09	0.10212969	0.09900637	1.1965297e-09	0.025358945	1.1965753e-09	1.1960436e-09	0.0070769563
Spotx754	0.9391688	1.367835e-09	1.3684404e-09	1.3678897e-09	1.3684195e-09	1.3683438e-09	0.05788299	1.3680203e-09	1.3679368e-09	1.3683229e-09	0.0029481857
Spotx755	4.3501508e-10	4.3514534e-10	4.3494455e-10	4.3502504e-10	0.004304322	4.3496695e-10	0.0056727417	4.3516196e-10	0.9858486	4.3490636e-10	0.0041743615
Spotx756	1.0181646e-09	1.018281e-09	0.16159299	1.0181898e-09	1.0184364e-09	1.0183548e-09	1.0182754e-09	1.017918e-09	0.83500695	1.0178636e-09	0.0034000927
Spotx757	4.4462953e-10	0.008141472	4.447186e-10	4.447457e-10	0.06117899	0.8480046	0.0754301	4.4478732e-10	4.446329e-10	4.4476015e-10	0.007244902
Spotx758	0.063279174	0.18282191	1.0166283e-09	0.26086417	0.09067223	0.18343692	0.0062338873	0.012241204	0.18572842	0.011436448	0.0032856157
Spotx759	5.709386e-10	5.712229e-10	5.712414e-10	5.710507e-10	5.7097127e-10	5.708983e-10	5.709887e-10	5.70968e-10	0.99731433	5.710399e-10	0.0026856458
Spotx760	4.507726e-10	4.5097903e-10	4.5078377e-10	4.5079154e-10	4.5103152e-10	0.93499464	0.024459125	4.508586e-10	4.5078294e-10	4.5079845e-10	0.04054622
Spotx761	6.0143157e-10	0.19636793	0.0061101313	6.01536e-10	0.1365107	0.25600666	0.2122149	0.0733896	0.11236208	6.016048e-10	0.0070379996
Spotx762	7.510737e-10	0.36463806	7.514448e-10	7.510479e-10	0.18540064	0.031861052	0.25842294	7.511339e-10	7.513244e-10	0.15967736	7.5103646e-10
Spotx763	9.833295e-10	9.832246e-10	9.832601e-10	9.836053e-10	0.50303495	0.25901335	0.087078676	0.06296973	0.07415666	9.833822e-10	0.013746686
Spotx764	0.036065284	0.0416538	0.013980402	0.20326884	4.0523684e-10	0.10743253	0.037669007	0.120988905	0.4051011	0.026752831	0.007087316
Spotx765	0.08147808	5.4029275e-10	0.04591697	0.5251894	5.4055566e-10	5.40366e-10	0.19166961	5.40433e-10	0.14567585	0.010070073	5.4045046e-10
Spotx766	0.071386375	0.09058925	0.038915034	0.09382966	7.61966e-10	0.18466975	0.51755106	7.619733e-10	7.621041e-10	7.6179163e-10	0.0030588703
Spotx767	1.0020282e-09	0.054124624	1.0021908e-09	1.0019041e-09	0.15656668	0.022395322	0.03942056	1.0020091e-09	1.0021487e-09	0.7272007	0.00029208418
Spotx768	0.08443623	7.5042766e-10	7.508214e-10	7.507541e-10	0.03288479	7.505665e-10	0.04000509	7.505565e-10	0.5540602	0.28670427	0.0019094027
Spotx769	0.3730564	0.008843645	1.1445073e-09	1.1444986e-09	1.1449615e-09	1.1446012e-09	0.226717	1.1448916e-09	0.18288969	0.20849328	1.1448544e-09
Spotx770	0.06606381	0.2506654	0.11115063	4.0582274e-10	0.033937547	0.19550614	0.0503582	0.15285608	0.12936056	4.0582585e-10	0.0101017235
Spotx771	0.007054003	6.406018e-10	6.409036e-10	0.14419502	6.409036e-10	6.408425e-10	0.848751	6.4057e-10	6.405431e-10	6.4069827e-10	6.4088046e-10
Spotx772	9.818734e-10	0.26155815	0.03986709	9.81512e-10	0.3522914	0.089239135	9.817255e-10	9.815158e-10	9.814407e-10	0.25704423	9.815401e-10
Spotx773	3.2126837e-10	0.4151801	3.2138545e-10	3.2131128e-10	3.213211e-10	0.16202061	3.2128186e-10	0.15913045	0.2521544	3.2132905e-10	0.011514463
Spotx774	0.5418931	9.167419e-10	9.1639574e-10	9.1669466e-10	9.1669816e-10	9.162419e-10	0.09556993	0.0597321	0.30173844	9.167908e-10	0.0010663861
Spotx775	3.5100464e-10	0.06606858	3.5103412e-10	3.5115064e-10	3.51008e-10	0.09185927	3.5113054e-10	0.54535943	0.27363688	3.5096046e-10	0.023075847
Spotx776	1.0098578e-09	0.32789856	0.12791537	1.0097981e-09	0.11163054	0.43093327	1.0097114e-09	1.0099869e-09	1.0096305e-09	1.0097383e-09	0.0016222878
Spotx777	6.954196e-10	6.9522205e-10	0.17164415	0.31683794	6.952286e-10	6.9539574e-10	0.20903045	6.954249e-10	0.012504508	0.289983	6.9533473e-10
Spotx778	4.6027787e-10	4.6045529e-10	4.6023926e-10	0.16115867	4.6042894e-10	0.04396719	4.604421e-10	4.6035162e-10	0.7481215	0.034774143	0.011978522
Spotx779	5.3786336e-10	0.520526	5.3777927e-10	5.377187e-10	5.3773824e-10	0.082071416	0.39508915	5.3790133e-10	5.37847e-10	5.3770743e-10	0.0023133869
Spotx780	0.012041581	0.057640333	0.2696897	5.681406e-10	5.6784155e-10	5.6796073e-10	0.1911685	0.11543399	0.26263472	0.085492395	0.0058987755
Spotx781	0.027179046	0.27582493	6.350548e-10	6.350063e-10	6.352026e-10	0.2868495	6.352947e-10	0.018853258	0.3684563	6.352014e-10	0.022837011
Spotx782	8.788686e-10	0.37142614	8.7881996e-10	0.09689811	0.044819027	0.29357725	8.791939e-10	8.791754e-10	8.787328e-10	0.17718446	0.016094994
Spotx783	0.12689985	7.225754e-10	0.010932236	0.33561146	7.2230943e-10	7.223549e-10	7.224127e-10	0.08331867	0.3590457	0.064045444	0.020146694
Spotx784	4.6128934e-10	0.086638115	4.6124363e-10	0.21233517	0.16209422	0.14623068	4.613967e-10	0.055638924	0.32165942	4.6123041e-10	0.015403489
Spotx785	0.018915312	4.7292936e-10	0.026418637	0.21001822	4.7292215e-10	0.05432076	0.36751986	0.056795187	0.115572	0.14548537	0.004954609
Spotx786	3.8837533e-10	3.8819906e-10	3.8830864e-10	3.8818423e-10	3.88382e-10	0.10972596	3.882783e-10	0.4762065	0.39070442	3.8835235e-10	0.023363084
Spotx787	0.066847675	0.022420334	0.1879112	9.282325e-10	9.279458e-10	0.64508146	9.2828206e-10	9.286062e-10	0.06184937	9.283139e-10	0.015889842
Spotx788	0.12608333	0.40166214	0.10327551	8.459289e-10	8.458837e-10	0.36224136	8.458724e-10	8.4622903e-10	8.460708e-10	8.459353e-10	0.00673762
Spotx789	0.120685436	6.2811545e-10	6.281669e-10	0.21667758	6.283012e-10	6.2829275e-10	0.636586	0.024914792	6.279849e-10	6.280244e-10	0.0011361198
Spotx790	0.050603684	0.056695316	0.06331997	7.5275686e-10	0.022661926	0.103289865	0.14551541	0.25772575	0.15026174	0.14992629	7.5266204e-10
Spotx791	1.941203e-09	0.013172328	0.28943574	1.9409991e-09	0.56977725	1.9407438e-09	0.12761463	1.9403845e-09	1.9406956e-09	1.9403883e-09	1.9402033e-09
Spotx792	0.048704114	0.22351368	0.09056381	4.4776752e-10	0.08868098	0.14751065	0.09522656	0.05930548	0.22743742	0.011944974	0.0071123466
Spotx793	6.4359895e-10	0.21836825	6.4382244e-10	6.436175e-10	0.11642416	6.436506e-10	0.29994518	0.3006779	0.058488272	0.004440748	0.0016555246
Spotx794	0.2691726	0.29647195	6.22712e-10	0.2276298	0.021456204	0.110870555	6.227025e-10	6.226586e-10	6.2271316e-10	0.06992265	0.004476158
Spotx795	4.7951704e-10	4.7966797e-10	4.7962134e-10	0.42248946	4.7956916e-10	0.27934057	0.28124666	4.797851e-10	4.7970367e-10	4.796341e-10	0.016923347
Spotx796	0.100062385	0.13654052	0.1762642	0.15340942	0.01509138	0.0805357	0.0027564361	5.2659316e-10	0.11851077	0.21493924	0.0018899144
Spotx797	4.1193635e-10	4.1201806e-10	4.118782e-10	4.119206e-10	4.1194184e-10	4.11934e-10	0.15337883	4.1185858e-10	0.8427414	4.120424e-10	0.0038798605
Spotx798	0.0015875923	0.015151095	0.014536796	5.4271254e-10	0.044791	5.4304494e-10	0.10090156	0.20058316	0.5456143	0.06636564	0.010468844
Spotx799	0.027491586	5.6751603e-10	0.20373827	5.6737315e-10	0.4918767	0.09483451	0.08607965	0.015870774	0.07174165	5.6758204e-10	0.008366976
Spotx800	7.631893e-10	7.6309614e-10	7.6334367e-10	0.17923449	0.6647961	0.14896162	7.634543e-10	7.6343676e-10	7.6346884e-10	0.007007783	7.630976e-10
Spotx801	2.8785327e-10	0.0066806553	2.87878e-10	2.8777314e-10	2.878253e-10	0.2134628	0.23239803	0.24764472	0.29152185	2.87822e-10	0.008291966
Spotx802	4.9052185e-10	0.23312266	0.017481904	0.27823508	0.10148975	0.20452365	0.04672484	0.10826673	4.907155e-10	0.010155331	4.906051e-10
Spotx803	8.665071e-10	8.6673185e-10	8.6674673e-10	8.66208e-10	8.665401e-10	0.8878704	0.05841646	8.6671703e-10	8.664211e-10	8.661964e-10	0.053713165
Spotx804	4.814522e-10	4.8146054e-10	4.8129617e-10	0.3096422	4.812852e-10	0.13642132	0.017898321	0.12855527	0.35031646	0.05245313	0.004713356
Spotx805	5.8716354e-10	0.2765245	5.8701466e-10	5.8739436e-10	0.13844194	0.19383194	5.872297e-10	0.13779359	0.24653345	5.872678e-10	0.006874548
Spotx806	0.0025982596	5.2821514e-10	5.284278e-10	5.281195e-10	5.2824334e-10	5.284318e-10	5.2812954e-10	5.2816485e-10	5.284308e-10	0.995077	0.002324706
Spotx807	0.15089634	1.4803688e-09	1.4800301e-09	1.4795107e-09	0.09975188	0.6853035	0.023020986	1.47992e-09	1.4795446e-09	1.4795135e-09	0.04102729
Spotx808	1.308275e-09	0.21552119	0.13909614	1.3084748e-09	1.3082553e-09	1.3080905e-09	0.5269631	1.3083475e-09	0.11841955	1.30836e-09	1.3077762e-09
